BIOS:,4120,5310,5510,5710,6110,6310,7110,7210,
BME:,2110,2200,2210,2500,4310,4910,5210,5220,5320,5401,5430,5520,5610,5660,5910,5911,
BUS:,2013,3000,3200,3800,
CBE:,2105,3105,3110,3120,3125,3155,3160,4110,4156,4410,4459,5104,5105,5199,5210,5425,5875,
CBH:,3102,3150,4105,4210,5220,5235,5305,
CEE:,1030,2150,2240,3084,3155,3179,3371,3586,3783,3790,4107,4151,4159,4160,4176,4180,4317,4371,4512,4515,4533,4535,4788,4995,5115,5137,5156,5236,5549,5875,6253,6310,6376,6763,7549,
ECE:,2400,2410,3350,3360,3500,3600,3720,4880,4890,5220,5320,5330,5380,5410,5430,5500,5640,5700,5800,5830,5995,7470,7995,
EES:,1030,1040,1050,1060,1070,1080,1085,1115,1170,1400,2310,2410,3020,3070,3200,3210,3300,3360,3380,3770,4156,4490,4790,4800,
ENGR:,1100,1300,1430,1431,1432,1433,1434,1435,1436,1437,1440,2110,2120,2130,2510,2710,2720,2730,2750,2760,4000,
IE:,2500,3149,3300,3450,3500,3750,3760,4550,4600,4900,5860,6300,6420,
ME:,3040,3045,3052,3179,4080,4086,4110,4112,4115,4131,4142,4164,4175,4186,5146,5159,5167,5362,6214,6255,6260,6262,7248,7269,
